ideal,curve,encrypted_curve

0,9.86162069223677e-10,2.5411371851397017e-12
0,3.682604431041446e-06,1.3696145596601269e-12
0,2.376792660338841e-05,6.158543995665842e-12
0,3.528441188043782e-05,2.379841765504978e-12
0,6.095592115849381e-21,1.2492234307869771e-11
0,1.6202492099390852e-06,4.86224232360632e-12
0,7.177178065388172e-30,5.315230484648287e-12
0,1.904306548975102e-05,8.071048286596036e-13
0,7.283963734056592e-13,-3.153128443333378e-12
0,0.6639255493396922,-1.2126434410904077e-12
0,3.6838159124741393e-06,8.231568801838687e-13
0,1.7142546582602735e-20,-5.386382402275475e-12
0,5.1794585039395424e-15,7.113145620117734e-13
0,0.005956914820636196,-6.699782083220619e-12
0,1.1085098002532726e-09,-1.540183650709487e-11
0,6.667704179400254e-05,-5.162663127847474e-12
0,0.001417517098510285,3.79987657403367e-12
0,0.6639021655733869,-9.511502984628528e-12
0,0.07287457812581005,4.1761401745455466e-13
0,9.862067852249442e-10,-5.550732391836673e-14
0,7.033512407289808e-12,1.8685475797256513e-13
0,0.000508208921643732,-2.7106194927307668e-12
0,1.628528703966284e-06,2.9412741657450833e-12
0,0.12892658170217353,-8.148645259875257e-12
0,1.9043065489750633e-05,-7.867385507942059e-13
0,3.790037997299663e-12,4.706027334444835e-12
0,1.1699765145101293e-21,-4.160266410031234e-12
0,0.004852486040192836,-1.458240297586411e-12
0,0.4407483412172812,2.388069938440306e-12
0,1.6549305253941649e-49,3.156244691250082e-12
0,1.605343315125753e-11,7.098244329635142e-12
0,7.033512877715138e-12,-4.021139446661861e-12
0,6.0981187690345965e-21,-2.0844340393263027e-12
0,1.138185200676874e-13,5.194387918836253e-12
0,9.260273764290908e-14,4.000669928739682e-12
0,1.1381852006768732e-13,2.4784085814093287e-12
0,0.025020497888164524,-3.2258223443642846e-12
0,0.0007318610946897118,-1.4618123005432583e-12
0,5.150022702927033e-15,-1.622674407973029e-11
