Threshold, Curve
48, 63.828541337067364
33, 53.65639861187542
31, 57.84503463891912
35, 61.704880724011986
22, 49.78712577583216
34, 60.13987623474753
37, 64.46540638002753
32, 58.315469100025
31, 54.11872163408542
26, 48.95460515027304
31, 54.13809010321935
29, 53.99728516363476
30, 57.63699788807801
22, 51.21113318832686
18, 45.657029633591485
33, 55.80538589815379
33, 53.94098973789542
35, 48.903866988149495
45, 68.7778434549505
27, 47.187156530860484
26, 57.58050012324044
32, 58.41216812447337
34, 62.463303892245186
27, 52.12124901996133
37, 61.42368817678091
34, 47.70308193365296
26, 50.60504452183355
25, 54.65155454729641
31, 47.26083182023813
27, 58.031537966401686
29, 55.50207694451697
38, 57.8891924347141
32, 58.23414260730302
25, 49.618119879989344
25, 52.85833891728822
30, 57.21629643127929
28, 56.92015935647683
23, 50.130069883184106
28, 55.76541786534162
31, 54.82370398205199
26, 57.68270788650311
18, 42.070344844439575
32, 63.220552743927215
21, 51.638001008472656
28, 53.230600453337736
34, 60.30293844033072
37, 57.41166137317485
37, 60.29133105714619
34, 63.29471010240757
30, 63.02433329107384
28, 57.46350646925702
29, 51.364861970184606
31, 53.64313361521698
28, 55.64015219334147
28, 51.765330040429056
24, 52.461130559971494
30, 51.654735067524825
23, 43.71144200223279
26, 53.91087129139988
35, 56.78770278584153
31, 56.263192120635885
22, 49.601721045790796
30, 62.22731558085337
33, 59.884109117305336
33, 61.90033391962364
35, 65.85727474951196
26, 43.80164291539297
30, 56.45760419366706
44, 70.22058699103957
29, 59.700316850847635
26, 55.526668979894076
32, 55.56281572049072
32, 58.44359525515326
44, 68.16853046209492
28, 50.938202511952596
30, 59.20771584764434
31, 56.50987464953915
23, 49.56271598923308
43, 61.78664916713128
28, 55.01029048888161
27, 57.47724606033259
30, 60.84143465199275
33, 59.84349081000898
36, 55.690492639756144
26, 56.437812104481154
42, 65.12801329499698
25, 52.87476164737528
20, 52.54989177249208
34, 61.65587065703991
24, 57.35123226107233
19, 46.5323840585449
36, 59.079701610091014
30, 55.67719731072585
28, 59.34596114199356
42, 69.45442157982399
34, 60.03530359466774
23, 49.55058542487602
33, 56.983869899306846
31, 55.03671363016404
31, 51.4741762116966
40, 60.93444176477028
32, 57.52565401996183
36, 55.85445517150721
38, 70.01424190117991
28, 55.36434993832543
31, 58.07773891874513
23, 47.867971593951566
32, 62.53165435588753
36, 65.38665803248739
22, 51.567922130915775
31, 57.58199318741225
26, 49.514186876398995
34, 57.27402824839765
27, 52.10569181917751
28, 54.60793953861067
31, 51.15736777834414
27, 50.00240229806499
37, 62.2518205335793
30, 59.97865089877585
31, 57.472009568717745
26, 53.49473756399784
37, 57.900680034563955
29, 57.80524103418471
30, 61.56064848052495
32, 53.9982938496304
36, 53.925381380584525
29, 51.66665835149019
31, 54.65255799567612
24, 51.502428687973
26, 52.13089569012336
31, 52.4359717880911
36, 63.903861915301206
35, 61.99817493619893
30, 56.31654148411606
27, 56.89054990731212
42, 63.95939945043121
34, 58.79593349419973
29, 54.27609841338055
25, 52.92401309140952
31, 67.04194847713634
34, 61.377860084879664
28, 55.956302284525535
32, 58.96087939853446
41, 59.241321435457955
24, 49.842009321729854
26, 55.14033867604267
34, 56.71548734307195
24, 49.7502726878995
31, 58.478017957066655
25, 49.53604661980091
41, 68.50105684844796
35, 62.54051209984695
32, 53.97049203738437
35, 56.293747670601014
25, 55.81508247119956
34, 64.83508435521847
31, 53.87695598269902
37, 64.86320713422803
33, 54.76357239804294
27, 50.75260420380871
30, 57.57930248929072
24, 52.26780972676564
30, 55.739132907299975
21, 46.0621866990724
35, 60.48255849809386
33, 63.42347257369459
33, 59.6193328207786
35, 56.602218147405736
36, 63.9678299347447
34, 56.84565079219024
19, 49.976219354883554
23, 56.68465756995884
21, 44.24262780450023
42, 58.05171462735252
27, 54.877476057170895
23, 49.89261008211773
27, 52.95133885210405
39, 60.01955665641665
25, 49.98720591895037
24, 55.49624615328419
31, 59.01272619939546
31, 53.597440368039166
24, 49.00865127489455
23, 53.59368389973929
31, 56.19457128721144
35, 57.146682076638825
34, 64.73962892066679
36, 59.677796920334636
26, 55.90888255599316
31, 59.19485477234879
41, 65.23780791384995
27, 49.096488864193006
25, 51.533191590817346
32, 57.305925874978534
27, 55.35470479785373
18, 43.4650892292089
45, 64.08415260551729
27, 55.98266929166417
27, 55.01820416289138
33, 54.320283553203986
17, 45.70427372755053
32, 59.41456891514843
29, 57.87230570725371
22, 51.96807276454509
28, 53.97469039735613
31, 58.84308944625692
34, 60.15264191825058
28, 53.57637743326696
28, 56.734570559786455
26, 56.65180794662611
28, 52.31346876912121
22, 53.039932230640495
34, 55.01634819489057
32, 56.19017604647311
25, 52.632909459823175
29, 55.16817782638898
36, 62.74996202984068
19, 44.549164585409535
30, 56.6342062205717
22, 52.29361995928134
25, 56.379571265011876
31, 59.95618382832746
26, 47.61100089898584
25, 49.64284823679207
28, 56.666789939281834
36, 66.56911010919123
24, 47.849051962720324
34, 64.01078083331112
27, 54.0514940577685
26, 48.738655421739836
39, 71.52068484303508
29, 54.61005971004067
42, 61.60329668627542
26, 48.13675193762717
30, 56.2234848290085
32, 64.14301306829977
28, 50.29191155790811
29, 57.73749730182746
30, 58.88286978395849
32, 57.862382477637965
32, 55.13494276192646
25, 47.451985660699776
27, 53.35277531668124
29, 52.80004607792884
32, 51.49650759683743
40, 61.256219356115054
43, 61.85706830718771
32, 55.0474525836829
40, 69.08746193018757
27, 52.594981931128814
21, 53.13274862084903
27, 46.779123417595976
31, 58.45202021584397
28, 61.68136308079987
24, 53.89636715671571
34, 55.7193605153374
41, 70.70714568809629
29, 60.511503594040015
31, 57.53394248384776
27, 48.6262865888695
28, 51.93344964059391
31, 52.40411815418119
31, 52.71368752799092
32, 55.25833388675151
19, 43.036940845071584
29, 49.52433859368428
27, 59.67612422957899
33, 53.28902045401198
40, 73.20924519278054
32, 55.35264503283186
35, 56.237911720979874
27, 54.21722523185333
31, 59.23664562281162
26, 58.02364239369577
24, 53.29265080428111
27, 54.02791717151335
28, 55.11100420676739
25, 44.76763145158029
24, 50.991306640545
25, 50.93447626501996
34, 56.94680110014312
35, 58.829632848434954
33, 55.998921903113015
19, 51.74765922455999
27, 56.248719996306995
31, 59.99784422653915
31, 54.85040512971006
31, 54.993796759722215
34, 59.73559537677053
19, 51.28935835643461
35, 53.48892058270051
43, 63.69727806668476
20, 44.93841425813481
27, 53.90186922608787
35, 59.12940264214508
29, 52.45861070105585
38, 61.919488055839174
27, 53.804323266392174
26, 54.741834108954876
33, 55.32459017372639
34, 57.131121082287365
29, 55.08767816244922
28, 57.988085646420906
43, 64.58330625656505
23, 55.499185247401826
23, 48.40370340246985
26, 51.80004455127024
29, 57.00580518105403
25, 52.1550872943303
26, 50.80557615347562
30, 54.60766965176604
33, 62.09356706852525
40, 60.98215832764389
28, 53.94462926642351
32, 57.76305966955188
41, 61.94527708020535
37, 61.5622063876604
35, 60.10567734282915
29, 61.223680459687024
30, 56.54958534528292
25, 49.264752278382204
37, 59.51474831373031
18, 51.12523033787304
36, 58.28768537815898
43, 67.65128947260864
24, 47.123999208428934
35, 63.11323804105814
32, 55.69280146039303
38, 60.95832683552898
31, 55.90779316519239
29, 49.89121979613716
29, 55.78547603241801
36, 63.53494001240984
29, 56.35188180352891
27, 51.10410127913379
23, 51.02102962147103
30, 57.110762603463144
37, 57.78784340478301
22, 50.47758665405643
31, 59.304101689741486
16, 46.81160829752492
31, 57.831970082120534
23, 48.47900850572744
27, 55.56516347028265
