Threshold, Curve
1, 1.824400846458536
2, 1.7674502033778803
2, 1.8859807985197852
0, 1.2141273501986505
2, 1.9315849077613563
4, 2.9013992590641973
0, 1.204338517863876
1, 1.7745732770250306
0, 0.42704254947116593
2, 2.758282120545546
0, 1.022924630260698
1, 1.1691169429656494
0, 0.33482134756464293
0, 1.0954375494038495
2, 2.341337693718636
2, 2.4151877848418684
0, 0.19087535803817562
2, 1.8147688346989215
2, 2.3836462360141084
1, 1.5208480466630403
3, 2.124672851679146
0, 1.394261199963205
2, 2.5262890215851894
1, 1.5951401169006543
5, 4.719326684081977
1, 1.3233452475009448
2, 1.448836386901737
1, 1.0965310421452952
0, 1.2333437868163273
1, 2.5312478562497307
0, 0.593973094980639
0, 0.16259131335305435
4, 3.001384564149573
5, 4.088374519060516
0, 3.3579293955001592
3, 3.2387219067489665
0, 0.7247294441213045
0, 0.8632303467741358
1, 1.6349029767560526
2, 2.370715496848492
3, 2.0582319330497305
0, 0.8478016211497665
1, 1.719324237731083
0, 0.5700350422157304
0, 1.2316737166953222
2, 1.910639180049267
3, 4.17048815059205
3, 3.109500158364087
3, 3.208030499222453
1, 1.8588109799259154
1, 1.3882478056971215
3, 2.2514429048598945
1, 2.0767218631271995
1, 1.0301475207689836
1, 1.6288367982999412
2, 1.6566932854910754
1, 1.6158954564252572
1, 1.318357394302904
2, 2.2539854261835672
1, 1.5140058828229148
2, 2.8771773132803347
2, 1.5319626609006707
2, 2.0816862935651197
0, 1.221993672427713
1, 0.625573198738192
2, 1.3427465937791188
1, 1.705146455474335
2, 2.402704812336042
3, 2.466666741858855
1, 1.3432509011501825
5, 5.289886731637635
1, 2.0843169253449916
1, 1.2856619795021798
3, 2.049736831454099
0, 0.6807026461969161
5, 4.078506067262719
1, 1.8958383622316957
2, 1.483659938060297
2, 2.281840346613037
0, 0.29178063178163344
1, 2.0065681534708637
0, 0.5270720978616203
1, 1.65028778741831
3, 1.7105985280816924
4, 4.013288382117575
2, 2.027586756906135
0, 0.4093905249693466
1, 1.9668138353511784
1, 1.6544981290629972
2, 2.3949369831802847
4, 3.049264997188995
1, 0.8737911172876515
0, 1.0239668932357273
0, 0.8629366439871877
2, 1.6128578039699328
1, 1.5749993987035793
0, 0.6765467765500107
6, 5.225817178814168
0, 1.1750207959706873
1, 1.6494494172731624
0, 0.5611088647776981
2, 2.563178791707605
2, 2.569673565239495
2, 1.5345623363529286
2, 1.7693621822932804
4, 3.300522818290563
0, 0.5000481837053302
0, 0.31003599731852927
0, 0.38365158290395496
1, 0.6986086239737903
2, 1.420565283773411
3, 2.7583593918656804
2, 1.6159674953358951
3, 2.656605193061648
3, 2.5989181768437892
3, 2.5528422223475373
0, 0.9025919037254055
1, 1.512136523196659
3, 2.7665026746377155
2, 1.5719919496647636
2, 2.1853909630496036
3, 3.224940549906406
1, 1.6317352664882885
1, 1.7446568461419953
0, 0.7630526191884774
0, 1.11219397161893
1, 1.022482607982487
1, 1.3256765388906189
2, 3.0634304413680415
3, 3.2920578259395934
2, 2.4151670929896336
2, 2.126965734887246
1, 0.7183863944887512
2, 2.2797857538156605
0, 1.207411709796702
1, 1.3189735753004366
2, 2.014272007031706
3, 2.4279418771371635
0, 0.4511464201231832
1, 1.0437987657055776
1, 1.596321441436158
2, 2.239184736468619
2, 2.4054851956163956
2, 2.366849744380377
1, 1.3587305667612608
1, 1.909345000346504
4, 4.4674972695002895
0, 0.621055111282402
1, 1.6167920767230135
0, 0.6803053216916626
2, 2.1881359820611
3, 2.0622225301429893
4, 3.269627075696454
0, 0.7542358220600244
0, 0.7211478029816025
3, 2.131880563325819
3, 2.441619193376882
2, 2.34984621164529
0, 0.7712035112969547
2, 2.2560367779321964
1, 1.2901680434078175
2, 1.8610838447788707
2, 1.9506246664406919
1, 1.786582575795203
2, 2.4020836578317657
1, 1.5304496069188598
1, 1.1532718710886856
1, 1.9576712797132247
1, 1.0020329795971088
2, 1.6150896393004577
3, 3.0412971074958497
0, 0.6569760651888934
2, 1.970513693445511
0, 0.7208104634663378
1, 1.0375976560454694
1, 0.7730434360754984
3, 2.22301801733591
0, 0.9066018004762215
3, 2.760719099712949
1, 0.9289072020851504
1, 0.9455400903893407
1, 1.2991770373109586
0, 0.05053477439566418
2, 2.905871912875543
6, 4.450021150765963
1, 1.3733581100829413
0, 0.601699216585317
0, 2.9158543214999573
3, 2.7852534521667156
3, 2.853781368481615
1, 1.4813501608200332
2, 2.9964584810684083
1, 2.07251796530293
3, 2.8849771127501285
1, 1.3637454314921884
2, 2.0244591106474217
0, 1.0504294053405372
1, 1.6928574686601217
3, 3.5121485493304228
2, 1.5087127928780142
3, 2.159445087048223
1, 1.4628245922281955
1, 1.800715330146674
1, 1.3800450462466047
2, 2.9596007697861095
2, 2.5581205396924047
1, 1.238439051133428
1, 2.05983713660127
3, 3.404442652304969
1, 1.5531766333461046
1, 1.1549132986422386
1, 2.30825412759123
0, 0.33919527095619123
2, 2.1250990291903786
1, 1.207098260066493
2, 1.8422412534172647
1, 1.5847858232679433
4, 4.2834883126481555
0, 0.7038334715783401
3, 2.5958604004810044
2, 2.968800769036015
2, 2.810527922291829
1, 0.8910741959523458
1, 1.8254699517118878
3, 2.90799694477223
4, 2.9915787494915227
3, 3.5917661087989567
2, 2.620159462256369
0, 0.679347382270959
2, 1.6281976116007328
2, 2.142090875767523
3, 2.831349050137271
0, 0.6846573501170453
3, 3.3807644042462264
6, 4.696438723598779
1, 1.9942291341905614
2, 1.3839151279134516
1, 0.8385641555373179
0, 1.5694333448604576
2, 2.379479531958215
0, 0.848421846548313
1, 1.4065845281991165
1, 2.165249433514837
2, 2.4582452873953793
0, 0.7860261800714989
0, 0.564441439378173
1, 1.8801837007357756
4, 4.324831502594201
0, 1.9431664836348674
1, 1.9715361775404785
0, 0.7397869490699773
1, 1.8488119667505216
1, 2.058160103525472
2, 2.1586304015902873
3, 2.9959925477978064
1, 1.8741127195628688
1, 1.0492873621179322
0, 1.1508452950417736
0, 1.4317645556236764
1, 1.7768789973199466
0, 0.4391390066660051
1, 1.409585893686101
3, 2.8606965358270178
1, 0.8375802635688565
3, 2.8695399851144416
1, 1.6529070476487013
3, 2.7089924786170374
2, 2.312921954499525
1, 2.510535155100331
0, 0.7251266774073899
1, 0.8105916257715139
1, 1.3536734373357804
1, 1.5625639185030893
1, 1.9293296948431709
3, 2.805732379827098
0, 0.2709675680698546
1, 2.1960316352224503
4, 3.5569375985952267
2, 1.5320475179239306
0, 0.7235202311841944
4, 3.0248415111420304
1, 1.8116326924677628
3, 2.3305014325233016
3, 2.524753072986977
0, 0.27761259757700557
1, 1.6648819672058741
1, 1.641497435962096
0, 0.7412480096628328
1, 1.7625998585568803
1, 1.805592778092151
1, 1.1115611583218084
0, 0.2870272208498088
0, 1.0404664503170586
0, 0.700454136106975
4, 3.534084688366722
1, 2.6829322765514485
1, 2.0138490014796417
2, 2.1164896818588415
1, 0.88267277338499
0, 0.41475860535749703
1, 1.124736818579377
2, 2.213807953329277
1, 1.425445338000651
1, 1.5771478400017185
0, 0.8111723517954574
0, 1.1436082525290767
4, 2.7628048902500684
0, 1.5134776057730537
0, 0.6782691921658133
1, 2.2223450898291057
2, 1.4023378239959394
1, 0.5589690986935206
3, 3.48303225788625
2, 1.8022908400645588
1, 0.47933770107496076
1, 0.8323382865201558
1, 1.7173963999933444
4, 3.480221545053294
3, 2.5626282867147694
1, 0.911112641001143
2, 1.7280567403253284
2, 1.7698377183250231
1, 1.2005424226417858
2, 2.0624170952992635
2, 2.736153786503549
2, 2.1502494189014767
3, 2.1642391902321365
0, 0.7597292458385656
0, 0.31386477469650675
2, 1.8055239009437483
1, 1.439087622734393
3, 2.0285976264124774
2, 1.77176095691994
2, 1.7290838224110814
3, 2.445042857191288
1, 1.9963949326503574
0, 1.1236796760330354
1, 1.6239932858533082
2, 2.762652061557349
1, 1.0527370825473858
1, 1.6463387934133296
2, 1.9094687898477045
3, 2.5938129044173746
0, 0.7316852704212983
1, 1.0902210381616806
1, 1.9404864048751893
2, 2.5465835322048953
1, 1.3400067433407497
5, 5.100586080092838
1, 1.161061314933246
2, 1.6210715418337416
