Threshold, Curve
10, 8.94200869622779
5, 6.834710213240743
4, 6.046141701408615
12, 12.480171536693108
5, 6.404372246745251
4, 6.0598365165414
3, 5.544443254932967
6, 7.417093205100478
5, 6.173989095712285
5, 8.556401596123735
4, 6.264590660281905
5, 7.975305833450644
7, 8.587417495784225
9, 8.32354683737836
10, 8.822652187117447
5, 6.44301182639551
5, 5.3178995830252465
5, 5.755773986871488
8, 9.583063936710406
9, 9.555549643336088
9, 8.945462179254479
7, 8.015506903071929
2, 3.491453473111485
8, 9.108223860498553
9, 9.715075290438447
8, 7.391562744263029
4, 5.794177156014265
7, 7.845083889289426
3, 5.409075068996493
8, 8.711848723138559
5, 6.7899640731880115
5, 6.935147069987182
8, 8.540898717551084
8, 8.268978700159574
6, 7.142848523093066
8, 8.17282314377337
8, 9.071359983741866
8, 8.850182290716615
3, 5.145667019459201
2, 4.37788564748089
4, 5.442336735530856
5, 7.3094649138709595
6, 7.118592612415528
5, 6.650713859755238
3, 4.792963473129206
3, 7.024881644770983
6, 6.963070657108683
3, 4.928766056582395
3, 5.646842228392632
8, 7.580942645646962
4, 6.2246101429821366
10, 8.869487093965427
6, 6.221013000257434
3, 4.184619871050912
3, 6.200347621760467
5, 7.5569094805504236
5, 7.107889428727185
6, 5.5305730050498445
7, 8.547767250127237
3, 4.889349180899626
6, 6.755269206682015
10, 9.379816311872876
5, 6.996490853117504
8, 8.529025110715184
7, 8.66851852562135
6, 8.233900080043323
4, 5.533616399388297
12, 11.924635144616065
10, 10.724884122088447
9, 11.017077291181769
4, 5.232852568435113
4, 4.935841140766834
6, 6.924273349507751
4, 6.841826649309207
9, 8.340386241781726
9, 9.665539972095205
6, 6.014673789374879
7, 6.418107946146019
6, 8.338516026856176
6, 7.028789637885303
7, 8.230198528033252
3, 5.162376159887216
4, 6.90351933961614
4, 6.124422150656963
7, 9.803578002503336
10, 8.639445391986726
7, 7.912792834108259
4, 6.678812710779795
8, 6.9636039710629785
3, 6.922612350168428
9, 10.311440621937294
9, 9.45226205544693
6, 7.776535043941996
5, 6.206717736502771
10, 9.595182479207244
5, 8.422718666510512
7, 8.575820881529946
7, 8.43052432622192
9, 9.351099956525141
4, 5.753303800048931
8, 8.956629291715423
