encode, encrypt, cipher_mult, plain_add, decrypt, rescale, cipher_add, plain_mult, lower_mod
0.0014156103134155273,0.46394598484039307,1.431053876876831,0.0001442432403564453,0.22068095207214355,0.00022101402282714844,0.0002779960632324219,0.4536588191986084,0.00031280517578125
0.0011249780654907227,0.4547170400619507,1.4767451286315918,0.00015616416931152344,0.2398059368133545,0.0002911090850830078,0.0003459453582763672,0.4625208377838135,0.0003170967102050781
0.001124262809753418,0.4494178295135498,1.4189705848693848,0.00015878677368164062,0.22033357620239258,0.0002512931823730469,0.0002872943878173828,0.4553706645965576,0.00029969215393066406
0.0011353492736816406,0.4521751403808594,1.4207251071929932,0.0001590251922607422,0.22144412994384766,0.00026679039001464844,0.00029468536376953125,0.4571995735168457,0.000301361083984375
0.0013180971145629883,0.44767963886260986,1.4131073951721191,0.00019478797912597656,0.21879935264587402,0.00025272369384765625,0.0002968311309814453,0.45189571380615234,0.0003056526184082031
0.0012307167053222656,0.4508025646209717,1.4282934665679932,0.00016355514526367188,0.2237401008605957,0.0002570152282714844,0.0003218650817871094,0.4537959098815918,0.0003123283386230469
0.0011098384857177734,0.45192110538482666,1.4469444751739502,0.0002472400665283203,0.22384023666381836,0.0002446174621582031,0.0003008842468261719,0.4490623474121094,0.0003135204315185547
0.0015265941619873047,0.4527251720428467,1.4385406970977783,0.00016236305236816406,0.22249913215637207,0.0002484321594238281,0.00030684471130371094,0.4519937038421631,0.0003085136413574219
0.0011719465255737305,0.4511631727218628,1.4421136379241943,0.00016689300537109375,0.22066330909729004,0.00024366378784179688,0.00030422210693359375,0.4588766098022461,0.0003190040588378906
0.0011179447174072266,0.45168960094451904,1.4263508319854736,0.00017070770263671875,0.2231738567352295,0.00024628639221191406,0.0003018379211425781,0.4502871036529541,0.0003223419189453125
0.0011708736419677734,0.4533548355102539,1.4249775409698486,0.00016689300537109375,0.22684741020202637,0.00025343894958496094,0.00030994415283203125,0.45429491996765137,0.0003116130828857422
0.0010938644409179688,0.45175397396087646,1.4688630104064941,0.0001671314239501953,0.22240304946899414,0.00023794174194335938,0.0003304481506347656,0.4522414207458496,0.0003058910369873047
0.001137852668762207,0.4536498785018921,1.4253551959991455,0.00016307830810546875,0.22100257873535156,0.0002460479736328125,0.0003066062927246094,0.45995569229125977,0.0003108978271484375
0.0011186599731445312,0.4496009349822998,1.4280009269714355,0.0001628398895263672,0.22361183166503906,0.0002453327178955078,0.0003104209899902344,0.45385026931762695,0.00030732154846191406
0.0011394023895263672,0.4526468515396118,1.4178621768951416,0.0001647472381591797,0.22155117988586426,0.00023984909057617188,0.0002932548522949219,0.447296142578125,0.00030612945556640625
0.001229405403137207,0.4549192190170288,1.4206552505493164,0.0001690387725830078,0.22250986099243164,0.00024366378784179688,0.00030350685119628906,0.4490349292755127,0.0003044605255126953
